created_at,sentimental_value,sentiment_value_r,hashtags
Sun Jun 07 15:21:41 +0000 2020,0.441666667,1,nan
Sun Jun 07 16:24:08 +0000 2020,0.5,1,medicine med medical tshirt onlineshopping onlineshop shopping onlinestore gloves glove mask masks covid19
Sun Jun 07 15:50:55 +0000 2020,0.4,1,nan
Sun Jun 07 16:14:31 +0000 2020,0,0,nan
Sun Jun 07 15:18:02 +0000 2020,0,0,shaskvir instaphotos adidas evening coronavirus parkinglot parking instamood sunset mensfashion
Sun Jun 07 17:50:51 +0000 2020,0,0,fashion coronavirus lockdown lockdownlife flats tiktok style
Sun Jun 07 16:32:41 +0000 2020,1,1,Webinar Bodhgaya Thailand Thaiecotourism tourism rebuildingtourism covid19 Thaiadventure bangkok arunrajaktec KTECToursBodhgaya ktectours
Sun Jun 07 17:39:31 +0000 2020,0.4,1,nan
Sun Jun 07 17:28:11 +0000 2020,0.136363636,1,Smoking Covid19 DeadlyCombination stopsmoking diabetologist endocrinologist surat
Sun Jun 07 16:44:23 +0000 2020,0,0,world happiness problems yoga life
Sun Jun 07 18:08:42 +0000 2020,-0.4,-1,VillaDecors Pandemic Interiors turnkeyProjects
Sun Jun 07 18:06:57 +0000 2020,0,0,nan
Sun Jun 07 18:05:53 +0000 2020,-0.08,-1,nan
Sun Jun 07 18:04:30 +0000 2020,0.166666667,1,nan
Sun Jun 07 18:07:37 +0000 2020,-0.15,-1,VillaDecors Pandemic Interiors turnkeyProjects
Sun Jun 07 18:57:54 +0000 2020,0,0,FundForFighters
Sun Jun 07 19:05:15 +0000 2020,0.11875,1,nan
Mon Jun 08 00:38:47 +0000 2020,-0.166666667,-1,COVIDKATHAwithMyGov IndiaFightsCorona
Mon Jun 08 00:41:06 +0000 2020,0.1,1,nan
Mon Jun 08 03:20:08 +0000 2020,0,0,PlasticUpvaas covid19
Mon Jun 08 03:08:27 +0000 2020,0.375,1,nan
Mon Jun 08 04:32:21 +0000 2020,0.136363636,1,Sanitizer uvsanitizer Sanitizerbox DRDO CORONA UV sanitization
Mon Jun 08 03:46:44 +0000 2020,0.25,1,nan
Mon Jun 08 02:44:55 +0000 2020,0.8,1,Mumbai covid19
Mon Jun 08 03:20:19 +0000 2020,0.26,1,nan
Mon Jun 08 03:32:10 +0000 2020,0.357142857,1,nan
Mon Jun 08 06:24:59 +0000 2020,-0.125,-1,Covid19 Technology Corona IT ITES r3infosolutions innovative
Mon Jun 08 05:58:20 +0000 2020,-0.25,-1,raaz RaaZ rajrnayak rajnayak RAJ corona
Mon Jun 08 07:15:48 +0000 2020,0.333333333,1,nan
Mon Jun 08 08:25:27 +0000 2020,0.158333333,1,tour beautiful holidays visit adult lockdown modi memes corona cheaptours love food foodphotography travelphotography travelblogger
Mon Jun 08 09:02:09 +0000 2020,0.170833333,1,marketing digitalmarketing uae india news
Mon Jun 08 08:20:01 +0000 2020,0,0,Covid
Mon Jun 08 09:37:59 +0000 2020,0.225,1,nan
Mon Jun 08 11:23:48 +0000 2020,0,0,dumdum gocoronago goindigo kolkata cityofjoy
Mon Jun 08 10:54:33 +0000 2020,1,1,Clouds CityScape coronavirus workfromhome Monsoon rain rainyday photography
Mon Jun 08 11:09:05 +0000 2020,0.8,1,Covid19 Corona Coronavirus CovidCasesinIndia Covid Covid19 India World TheLiberacy
Mon Jun 08 11:08:14 +0000 2020,0,0,nan
Mon Jun 08 10:34:52 +0000 2020,0.166666667,1,nan
Mon Jun 08 11:52:02 +0000 2020,0,0,fashion coronavirus lockdown unlock flats tiktok style
Mon Jun 08 11:40:22 +0000 2020,0.45,1,muskurayegaindia covid19 covidheroes salute
Mon Jun 08 12:33:45 +0000 2020,0,0,COVID19
Mon Jun 08 12:34:31 +0000 2020,0.5,1,Covid LockDown Team Leadership
Mon Jun 08 13:28:10 +0000 2020,0.78125,1,Covid19 Update HelloSuratCity
Mon Jun 08 14:11:17 +0000 2020,0.071590909,1,Covid19
Mon Jun 08 15:13:34 +0000 2020,0.103333333,1,publichealth covid covid19 pandemic csr corporatesocialresponsibility india
Mon Jun 08 17:12:54 +0000 2020,0,0,Panchkula COVID19
Mon Jun 08 16:18:39 +0000 2020,-0.3125,-1,nan
Mon Jun 08 15:55:09 +0000 2020,0.277777778,1,snhassansayings covid19 coronavirus unlock unlock1 unlock2 lockdown lockdown2020 takecare love loveyourself loveyou care stayhome staysafe
Mon Jun 08 19:50:10 +0000 2020,0,0,thalassemicsindia hapiness donors
Mon Jun 08 20:17:08 +0000 2020,0.1875,1,nan
Mon Jun 08 21:09:36 +0000 2020,0.5,1,nan
Tue Jun 09 03:21:32 +0000 2020,0.35,1,nan
Tue Jun 09 04:37:22 +0000 2020,0.5,1,lockdownindia coronavirus noidadelhiborder
Tue Jun 09 07:55:45 +0000 2020,0,0,COVID19
Tue Jun 09 06:33:17 +0000 2020,-0.068055556,-1,indore indoremasala indori india business Lockdown CoronaVirus covid19 china tiktok luxury businesscoach gray worry
Tue Jun 09 06:54:14 +0000 2020,0.362121212,1,fashion coronavirus lockdown unlock flats tiktok style
Tue Jun 09 06:42:03 +0000 2020,-0.0625,-1,yogalife yogi yoga fit fitness covid19 healthylifestyle healthyfood health online class friends people woman man usa india
Tue Jun 09 06:59:31 +0000 2020,0.302777778,1,nan
Tue Jun 09 06:27:23 +0000 2020,0.136363636,1,nan
Tue Jun 09 08:10:53 +0000 2020,-0.3,-1,nan
Tue Jun 09 06:14:37 +0000 2020,0.227272727,1,Chandigarhupdate
Tue Jun 09 09:31:17 +0000 2020,0.4,1,tour beautiful holidays visit adult lockdown modi memes corona cheaptours love food foodphotography travelphotography travelblogger
Tue Jun 09 10:46:14 +0000 2020,0,0,nan
Tue Jun 09 11:02:04 +0000 2020,-0.5,-1,nan
Tue Jun 09 09:43:57 +0000 2020,0.068181818,1,nan
Tue Jun 09 13:52:17 +0000 2020,0.045833333,1,nan
Tue Jun 09 12:15:36 +0000 2020,0.233333333,1,corona covid
Tue Jun 09 14:26:54 +0000 2020,0.0875,1,nan
Tue Jun 09 15:49:01 +0000 2020,0.46,1,djketro vdjketro ketro lockdown covid stayhome quarantine coronavirus corona staysafe love india socialdistancing
Tue Jun 09 16:20:48 +0000 2020,0.212121212,1,nan
Tue Jun 09 17:52:10 +0000 2020,0,0,livewellnessclub livewellnessclub sugars unhealthy nutritionist immunityboost coronavirus pandamic quarantine virtual online webinar zoom meeting education awareness live healthy
Tue Jun 09 17:57:56 +0000 2020,0,0,monsoonseason Zephyr Petrichor covid19 natureishealing StayHome StaySafe thistooshallpass RSDCLKS
Tue Jun 09 17:00:11 +0000 2020,0.285714286,1,RAKTHDAANJEEVANDAAN
Tue Jun 09 18:49:08 +0000 2020,0,0,sharukhkhan karishmakapoor madhuridixit lovesongs bollywood singing covid19 quarantine quarantinelife stayhome martinamotwani
Tue Jun 09 20:45:13 +0000 2020,0.1,1,nan
Wed Jun 10 03:16:41 +0000 2020,0.2,1,socialdistancing coronavirus coronamemes lifeisgoodbutconditionsapply
Wed Jun 10 01:28:10 +0000 2020,-0.030555556,-1,STAYHOME STAYSAFE STAYINHEALTHYSOCIETY CORONA
Wed Jun 10 03:04:52 +0000 2020,0,0,covid19 covid19 coronavirus corona save mentor mentorship madness motivation motivationalquotes motivationalspeaker mothersdaygift instagood inspirationalwomen inspiration
Wed Jun 10 03:03:58 +0000 2020,0.145454545,1,joy optimism healing
Wed Jun 10 03:32:35 +0000 2020,0.239583333,1,covid19 smile selfcare selfisolation jantacurfew
Wed Jun 10 04:27:52 +0000 2020,0,0,nan
Wed Jun 10 05:09:40 +0000 2020,0.1,1,ApniSurakshaApneHaath COVID19 Dettol
Wed Jun 10 06:34:53 +0000 2020,0.287878788,1,nan
Wed Jun 10 07:20:50 +0000 2020,0,0,nan
Wed Jun 10 07:34:44 +0000 2020,0.475,1,insight covid19 entrepreneur entrepreneurship adapt
Wed Jun 10 09:41:01 +0000 2020,1,1,tour beautiful holidays visit adult lockdown modi memes corona cheaptours love food
Wed Jun 10 07:29:33 +0000 2020,0.4,1,nan
Wed Jun 10 10:17:41 +0000 2020,-0.28125,-1,coronavirus
Wed Jun 10 12:04:21 +0000 2020,0.136363636,1,nan
Wed Jun 10 12:16:17 +0000 2020,0.416666667,1,instagram post ngo kindness india support people philanthropy love peace vmfoundation children food indian army pandemic coronavirus doctors endpoverty elephant kerala saveanimals
Wed Jun 10 14:15:24 +0000 2020,0.1,1,Repost
Wed Jun 10 14:19:05 +0000 2020,0.027489177,1,LockdownSeries Explore EverydayMumbai StreetsofMumbai coronavirusindia corona gocoronago maskman facemask breathe trees nothinglastsforever fightagainstcorona
Wed Jun 10 14:40:49 +0000 2020,0,0,Pandemic covid sdgs india covid19 Karnataka goa kerala tamilnadu maharashtra telegana
Wed Jun 10 15:10:16 +0000 2020,0.533333333,1,nan
Wed Jun 10 15:49:55 +0000 2020,-0.15,-1,nan
Wed Jun 10 16:20:18 +0000 2020,0,0,repost covid19 indiafightscorona
Wed Jun 10 15:52:08 +0000 2020,0,0,Covid19 Corona Coronavirus CovidCasesinIndia Covid Covid19 India World TheLiberacy
Wed Jun 10 16:13:51 +0000 2020,-0.136111111,-1,nan
Wed Jun 10 19:43:21 +0000 2020,0,0,nan
Thu Jun 11 02:33:26 +0000 2020,0.185416667,1,covid19 covid19
Thu Jun 11 06:21:36 +0000 2020,0,0,jamshedpur natural nature greenery green gujarat rajkot worldpics viralpost viral handwashchallenge covid19 natureclick instagram tiktok facebook flowers leaf ant worm photography
Thu Jun 11 06:23:26 +0000 2020,-0.133333333,-1,jamshedpur natural nature greenery green gujarat rajkot worldpics viralpost viral handwashchallenge covid19 natureclick instagram tiktok facebook flowers leaf ant worm photography
Thu Jun 11 03:31:40 +0000 2020,0.027777778,1,covid19 smile selfcare selfisolation jantacurfew yoga2point0 yogaposes yogini
Thu Jun 11 03:36:15 +0000 2020,0,0,coronajournal2020 lockdown2020 delhi
Thu Jun 11 05:54:56 +0000 2020,0.266666667,1,nan
Thu Jun 11 07:27:04 +0000 2020,0.1,1,nan
Thu Jun 11 10:01:21 +0000 2020,0,0,nan
Thu Jun 11 09:18:24 +0000 2020,0.5,1,StayHomesTay
Thu Jun 11 07:56:07 +0000 2020,0,0,BlackLove BeastModeOn LatePost Baleno BeastMode MyBeast ShortRide QuarantineDays StaySafe StayHomeStaySafe
Thu Jun 11 07:22:16 +0000 2020,0,0,furniture
Thu Jun 11 11:26:52 +0000 2020,0.008854167,1,nan
Thu Jun 11 10:15:29 +0000 2020,0.093939394,1,nan
Thu Jun 11 10:41:23 +0000 2020,0.333333333,1,nan
Thu Jun 11 11:01:27 +0000 2020,0.1,1,mask covid facemask skincare coronavirus masks art masker beauty corona n makeup love stayhome cosplay virus maskerwajah m like quarantine photography skin staysafe
Thu Jun 11 13:36:07 +0000 2020,0.136363636,1,nan
Thu Jun 11 13:33:43 +0000 2020,0,0,unlock coronavirus lockdown lockdownlife customer tiktok bplan
Thu Jun 11 14:22:39 +0000 2020,0,0,fashion coronavirus lockdown lockdownlife flats tiktok style
Thu Jun 11 15:52:02 +0000 2020,0,0,nan
Thu Jun 11 14:13:40 +0000 2020,-0.146428571,-1,nan
Thu Jun 11 14:16:55 +0000 2020,0,0,nan
Thu Jun 11 15:33:48 +0000 2020,0,0,nan
Thu Jun 11 14:52:58 +0000 2020,-0.051388889,-1,nan
Thu Jun 11 15:48:35 +0000 2020,0,0,covid coronavirus corona virus delhi coronav coronavirusoutbreak
Thu Jun 11 14:37:07 +0000 2020,0.6,1,covid coronavirus corona virus panchkula coronav coronavirusoutbreak viruscorona ncov italia pandemic coronavir like mask panchkula
Thu Jun 11 16:47:30 +0000 2020,0,0,nan
Thu Jun 11 16:44:40 +0000 2020,0.472857143,1,nan
Thu Jun 11 16:53:59 +0000 2020,-0.125,-1,TuHoveMainHovan
Thu Jun 11 16:02:49 +0000 2020,-0.08828125,-1,covid19 stayhome staysafe
Thu Jun 11 17:58:13 +0000 2020,-0.052083333,-1,nan
Thu Jun 11 18:31:43 +0000 2020,0.136363636,1,India World coronavirus covid19
Thu Jun 11 19:26:54 +0000 2020,0,0,gulabositabo amitabhbachchan ayushmankhurana lucknow bollywood movies
Thu Jun 11 22:24:44 +0000 2020,0.675,1,gta5 gta6 ps5 covid19 covid19 stayhome staysafe grandtheftauto grandtheftautofive gta5online
Fri Jun 12 04:41:54 +0000 2020,0.136363636,1,fruitbowl papaya walnut almond eathealthy stayhealthy
Fri Jun 12 03:43:07 +0000 2020,0,0,workout from home stayhome selfbelief support world against corona homeexercise swasthrahomastraho motivation positivevibes beinspirational bebetterthanyesterday bethechange
Fri Jun 12 04:35:20 +0000 2020,0.6,1,nan
Fri Jun 12 04:47:29 +0000 2020,0.2,1,coronavirus stayhomestaysafe
Fri Jun 12 03:29:30 +0000 2020,0.357142857,1,nan
Fri Jun 12 05:36:53 +0000 2020,0.135416667,1,SNS SNSDesignThinkers snsinstitutions covid trending snsacd
Fri Jun 12 07:35:58 +0000 2020,0,0,covid19 weddingplanner weddingplannerindia weddingexpert happyclients mumbaiwedding destination
Fri Jun 12 05:34:50 +0000 2020,0.25,1,nan
Fri Jun 12 08:15:32 +0000 2020,0.2,1,nan
Fri Jun 12 07:27:44 +0000 2020,0,0,nan
Fri Jun 12 08:06:14 +0000 2020,0.35,1,nan
Fri Jun 12 08:06:50 +0000 2020,-0.3,-1,nan
Fri Jun 12 10:05:33 +0000 2020,0.18,1,Lockdown Mumbai Coronavirus mumbaidiaries bombaysapphire
Fri Jun 12 08:53:14 +0000 2020,0.290782828,1,nan
Fri Jun 12 12:17:48 +0000 2020,0.8,1,tour beautiful holidays visit adult lockdown modi memes corona instagood love food foodphotography travelphotography travelblogger
Fri Jun 12 11:55:44 +0000 2020,0,0,covid19 covid19 locked insta tiktok tiktokindia lockdown
Fri Jun 12 11:31:29 +0000 2020,0.6,1,healthylifesolution healthylifestyle healthymindhealthybodyhealthysoul health healthyliving
Fri Jun 12 12:33:16 +0000 2020,0.116666667,1,COVID19 covid
Fri Jun 12 14:10:06 +0000 2020,-0.35,-1,nan
Fri Jun 12 13:41:53 +0000 2020,0.1,1,nan
Fri Jun 12 14:40:39 +0000 2020,0,0,nan
Fri Jun 12 14:45:09 +0000 2020,0.2,1,covid19 documentary mumbai india germany
Fri Jun 12 15:46:53 +0000 2020,-0.25,-1,being silence practice perfect stayhome stayhealthy shivambt covid19
Fri Jun 12 14:59:15 +0000 2020,0.26875,1,uncovid19brief BreakTheChain
Fri Jun 12 15:25:39 +0000 2020,0.136363636,1,smallbusiness smallbusinessowner covid19 covid19 workfromhome stayhome video edit edits editor
Fri Jun 12 17:32:42 +0000 2020,0.216666667,1,repost ForEveryChild COVID19
Sat Jun 13 02:10:00 +0000 2020,0.347727273,1,ilalitjangid shotoniphone cloudporn jodhpur village createathome lockdown nustaharamkhor covid weather
Sat Jun 13 05:11:33 +0000 2020,-0.4,-1,PatnaTales TemplesOfFaith
Sat Jun 13 03:04:29 +0000 2020,0.19,1,covid19 covid19 beard mustache mustachestyle delhi southdelhi mirrorselfie nokia6 supreme cap handsomeboy
Sat Jun 13 04:37:53 +0000 2020,0,0,nan
Sat Jun 13 05:05:41 +0000 2020,1,1,photooftheday modeling model photography corona love fashion beautiful selfie
Sat Jun 13 03:30:40 +0000 2020,0,0,nan
Sat Jun 13 06:02:12 +0000 2020,0.068181818,1,collab rising nation coworkinglife
Sat Jun 13 05:38:47 +0000 2020,0.204761905,1,india chrisevans
Sat Jun 13 06:07:47 +0000 2020,-0.25,-1,mask harshrajput safetyfirst covid19 stayhome staysafe love gratitude weekend india instagram
Sat Jun 13 12:57:00 +0000 2020,0,0,nan
Sat Jun 13 12:09:08 +0000 2020,0,0,nan
Sat Jun 13 14:15:46 +0000 2020,0.003787879,1,nan
Sat Jun 13 14:42:27 +0000 2020,0,0,nan
Sat Jun 13 13:35:54 +0000 2020,0.183766234,1,nan
Sat Jun 13 14:08:52 +0000 2020,0.3,1,Abhyansh interpretation situation unlockdown People Covid19 Corona
Sat Jun 13 14:51:27 +0000 2020,0,0,nan
Sat Jun 13 15:57:33 +0000 2020,0.233673469,1,Startups businesses Corona
Sat Jun 13 16:49:57 +0000 2020,0.5,1,nan
Sat Jun 13 17:42:55 +0000 2020,0,0,nan
Sat Jun 13 17:29:01 +0000 2020,0,0,covid19 staysafe health india US UK spain fight against virus meme precautions news diet china stayhealthy quarantinelife coronavirus viruscorona
Sat Jun 13 19:29:41 +0000 2020,0,0,nan
Sat Jun 13 23:17:30 +0000 2020,0,0,nan
Sun Jun 14 00:51:56 +0000 2020,0,0,nan
Sun Jun 14 00:57:34 +0000 2020,0.35,1,nan
Sun Jun 14 01:33:52 +0000 2020,0.1,1,nan
Sun Jun 14 02:01:28 +0000 2020,0.08125,1,worldblooddonorday worldblooddonorday2020 blooddonorday blooddonor blooddonation donateblood Covid19 Covid19India
Sun Jun 14 03:32:14 +0000 2020,-0.018333333,-1,nan
Sun Jun 14 02:44:23 +0000 2020,0.5,1,ananthukhadibhavan ananthuposts khadiproducts khadi handloom handloomlove nagercoil kanyakumari tamilnadu gocorona corona
Sun Jun 14 06:58:08 +0000 2020,0,0,nan
Sun Jun 14 06:48:15 +0000 2020,0.166666667,1,nan
Sun Jun 14 04:04:25 +0000 2020,0,0,nan
Sun Jun 14 04:50:51 +0000 2020,-0.033333333,-1,nan
Sun Jun 14 06:01:31 +0000 2020,0,0,covid
Sun Jun 14 06:51:59 +0000 2020,0,0,bird birdsofinstagram birds birdphotography birdwatching birdlovers birdsofindia india incredibleindia poi
Sun Jun 14 05:41:04 +0000 2020,0,0,nan
Sun Jun 14 04:59:46 +0000 2020,0,0,natural nature flowers love naturelovers viralpost viral monsoon rain gujarati rajkot gujarat india worldpics world instagram tiktok facebook handwashchallenge covid19 memes
Sun Jun 14 04:50:51 +0000 2020,0.078125,1,nan
Sun Jun 14 06:43:14 +0000 2020,0,0,nan
Sun Jun 14 04:42:12 +0000 2020,0.084848485,1,nan
Sun Jun 14 10:32:15 +0000 2020,0.4,1,nan
Sun Jun 14 10:02:21 +0000 2020,0.136363636,1,ripstories sushantsinghrajput ripsushantsinghrajput ripsushant bollywoodindustry bollywood covid19 rip
Sun Jun 14 08:01:37 +0000 2020,0,0,nan
Sun Jun 14 09:38:07 +0000 2020,0.5,1,sudhanshukumarparashar CORONAVIRUS covid19 STAYATHOME LOCKDOWN ASHOKABUILDCON NH32 BOKARO JHARKHAND
Sun Jun 14 08:55:49 +0000 2020,0,0,India China BeVocal SupportLocal
Sun Jun 14 11:40:42 +0000 2020,-0.075,-1,finding yourself facebook instagram coronavirus save hindu jayshreeram
Sun Jun 14 11:34:14 +0000 2020,-0.2,-1,newnormal dermatologist breakingthechain covid
Sun Jun 14 12:58:17 +0000 2020,0,0,nan
Sun Jun 14 11:43:42 +0000 2020,-0.025,-1,nan
Sun Jun 14 12:46:00 +0000 2020,-0.16,-1,corona covid19
Sun Jun 14 11:50:13 +0000 2020,0,0,deskgoals workstation workspace workfromhome covid19
Sun Jun 14 14:45:30 +0000 2020,-0.125,-1,nan
Sun Jun 14 13:14:03 +0000 2020,0,0,nan
Sun Jun 14 16:35:55 +0000 2020,-0.125,-1,nan
Sun Jun 14 16:32:13 +0000 2020,0,0,nan
Sun Jun 14 18:18:41 +0000 2020,0.3,1,positivethinking sundayevening cloudysky samsunga50shot
Sun Jun 14 18:13:15 +0000 2020,0.45,1,shaskvir instaphotos selfie photography photooftheday meninblack bewakoof blackiscool newcolour colorisblack longhair menbun eveningselfie home lockdown corona
Sun Jun 14 19:36:44 +0000 2020,0.566666667,1,nan
Sun Jun 14 19:39:52 +0000 2020,0.068181818,1,nan
Sun Jun 14 20:36:23 +0000 2020,0.275,1,COVID19 frontlinekites
Mon Jun 15 01:51:16 +0000 2020,-0.275,-1,nan
Mon Jun 15 05:07:39 +0000 2020,0,0,mumbai mumbailocaltrain
Mon Jun 15 05:13:27 +0000 2020,0.225,1,nan
Mon Jun 15 05:37:47 +0000 2020,0.314285714,1,panchkula covid
Mon Jun 15 05:59:18 +0000 2020,0,0,covid19 coronavirus coconut atommachinery coconutoil
Mon Jun 15 04:21:03 +0000 2020,0,0,nan
Mon Jun 15 05:48:14 +0000 2020,0.036904762,1,nan
Mon Jun 15 04:00:06 +0000 2020,0,0,nagpurdesigner nagpurcitypolice nagpurkar nagpurcity ngp nagpur coronavirus sneezeguard sneezscreen
Mon Jun 15 07:02:37 +0000 2020,-0.0625,-1,vintage scooter bajaj selfquarantine land pondicherry trees skies bluesky pondicherrylovers pondicherrydiaries quarantine stayhome gocorona instagood instalove
Mon Jun 15 07:19:39 +0000 2020,0.8,1,nan
Mon Jun 15 06:19:04 +0000 2020,0,0,nan
Mon Jun 15 07:01:41 +0000 2020,0.016666667,1,ShowDays
Mon Jun 15 06:29:12 +0000 2020,-0.2,-1,workout from home stayhome selfbelief support world against corona homeexercise swasthrahomastraho motivation positivevibes beinspirational bebetterthanyesterday bethechange
Mon Jun 15 07:13:42 +0000 2020,0.1,1,nan
Mon Jun 15 07:13:42 +0000 2020,0.1,1,nan
Mon Jun 15 06:59:57 +0000 2020,0,0,TheTrain SilentOcean iamsilentocean bollywood Remix downtempo emranhashmi quarantine mondaymotivation love
Mon Jun 15 09:11:26 +0000 2020,0,0,moment lockdown inthehouse
Mon Jun 15 10:49:17 +0000 2020,0,0,nan
Mon Jun 15 10:57:06 +0000 2020,0.175,1,mythoughts copied knowledge sharing kerala groundedairplane corona respiratorytherapist cnbc inspiration
Mon Jun 15 10:33:24 +0000 2020,0.65,1,model style hot malemodel indianmodel handsome fashionmodel modellife beardmodel beardstyle beardman actor hollywood artist celebrity southmodel leaninternationalmodel
Mon Jun 15 12:03:54 +0000 2020,-0.5,-1,newlook covid19 djankitrohida letsfightthistogether staypositive
Mon Jun 15 11:45:09 +0000 2020,0,0,ecofriendly environmentfriendly savetheenvironment savetheearth green gogreen home workfromhome
Mon Jun 15 12:23:51 +0000 2020,0.302777778,1,nan
Mon Jun 15 13:04:54 +0000 2020,-0.05,-1,thefoodiedad desifood corona
Mon Jun 15 13:13:35 +0000 2020,0,0,mumbai mumbainews localtrain
Mon Jun 15 13:28:58 +0000 2020,0.291666667,1,nan
Mon Jun 15 12:52:57 +0000 2020,-0.3,-1,nan
Mon Jun 15 14:48:09 +0000 2020,0,0,djvee weekend fridaynight dragonfly mumbai clubbing clubbinginmumbai veelife dj giglife playlist genres music hiphop commercial djlife pioneerdj reggaeton
Mon Jun 15 15:56:03 +0000 2020,0,0,MondayMeetup
Mon Jun 15 15:59:24 +0000 2020,0,0,GOA covid19 pandemic lockdown fightcoronavirus fightdepression GoGoaGone bagabeach mumbai india masti friends bro
Mon Jun 15 15:24:19 +0000 2020,-0.0625,-1,nan
